Porcentagem 0
0.972557480658167
0.9716748768472907
0.9706060606060607
0.9772727272727273
0.0022629261016845702
0.013890102124199845
0.014170590998662578
0.015372629010073672
0.011405646253167893
0.00038965721053458186
