f1,accuracy,precision,recall,time
0.7570368491922609,0.7599303135888501,0.7666893980968553,0.7570480549199085,0.004299545288085937
0.7505212824635318,0.7551684088269454,0.7663520579817524,0.7514614104431037,0.004299545288085937
0.7611905969978562,0.7646922183507548,0.7718280327269087,0.7614614104431039,0.004299545288085937
0.8238564029037174,0.826945412311266,0.8360054406377934,0.8230216351154566,0.004299545288085937
0.8231985398930688,0.826945412311266,0.8383854293854294,0.8223039317661742,0.004299545288085937
0.7963551850386429,0.802787456445993,0.8239246048069578,0.7978188059080507,0.004299545288085937
0.8116356809962124,0.8173054587688734,0.8337391613620605,0.8118431454129394,0.004299545288085937
0.8256091457562047,0.8317073170731707,0.8549495906392458,0.8259340545038485,0.004299545288085937
0.8084534058819773,0.8123112659698025,0.8223348737879631,0.8084699396713126,0.004299545288085937
0.8086844784726376,0.8124274099883856,0.8210976296403676,0.8072259205325567,0.004299545288085937
