f1,accuracy,precision,recall,time
0.7017373728988694,0.7111498257839722,0.7144665334665335,0.7036914915747868,0.0026016712188720705
0.7184900926632082,0.7260162601626016,0.7347568302384563,0.7196785937174953,0.0026016712188720705
0.7660623142087672,0.7695702671312427,0.7743123083225385,0.7648876638235906,0.0026016712188720705
0.8013777930073485,0.8031358885017422,0.8047633469863917,0.8005512793842312,0.0026016712188720705
0.8151919654207983,0.8176538908246226,0.8207679738562093,0.8135354691075515,0.0026016712188720705
0.8089191673479599,0.8128919860627178,0.8215998037050669,0.8074287497399626,0.0026016712188720705
0.8289735245330176,0.8317073170731707,0.8369198238433668,0.8281464530892448,0.0026016712188720705
0.8062911899683064,0.8125435540069686,0.8307225829725831,0.8068431454129394,0.0026016712188720705
0.8090755781864669,0.8126596980255517,0.8235266694090224,0.8088651965883086,0.0026016712188720705
0.8086844784726376,0.8124274099883856,0.8210976296403676,0.8072259205325567,0.0026016712188720705
