f1,accuracy,precision,recall,time
0.19530478858209951,0.5257142857142857,0.17085784585784586,0.28888888888888886,0.002255678176879883
0.4522175536881419,0.7428571428571429,0.4405139833711263,0.5111111111111111,0.001999521255493164
0.46039682539682547,0.7523809523809524,0.4596371882086168,0.5142857142857142,0.0019209861755371093
0.5679365079365079,0.8219047619047618,0.546451247165533,0.6499999999999999,0.001961421966552734
0.729951980792317,0.8914285714285712,0.7217460317460318,0.7658730158730159,0.0021027088165283202
0.7157596371882087,0.900952380952381,0.7131746031746031,0.7547619047619047,0.0020019054412841798
0.7781405895691609,0.9109523809523811,0.7865079365079366,0.8023809523809524,0.0024963855743408204
0.7615079365079366,0.9019047619047619,0.7603174603174603,0.8055555555555556,0.0020016193389892577
0.836156462585034,0.921904761904762,0.8426984126984127,0.8626984126984126,0.0023223876953125
0.8513945578231292,0.931904761904762,0.8522222222222222,0.8769841269841269,0.004352140426635742
