f1,accuracy,precision,recall,time
0.6548342784957876,0.8171780781739288,0.677074601034841,0.6427609082408956,0.18273420333862306
0.6960868541298879,0.8217734491593411,0.6985036161773064,0.6946222971956632,0.18273420333862306
0.7190527863322618,0.8309072558035213,0.7147260050543607,0.7246589046802724,0.18273420333862306
0.7789057111526145,0.8662459778642351,0.7771515416510625,0.7825463757180383,0.18273420333862306
0.9130008417983244,0.950149670896559,0.9240043346509352,0.9034244190916914,0.18273420333862306
0.8929254508577588,0.9368509588426601,0.8918496263587621,0.8953524413072899,0.18273420333862306
0.8812086571232209,0.9301972895333892,0.8823701330531971,0.8812831947421799,0.18273420333862306
0.8666295668613089,0.9206442318475514,0.8635177360189654,0.8709434851801848,0.18273420333862306
0.8602131486348407,0.9152414144115391,0.8501798554798349,0.872161019716723,0.18273420333862306
0.8579216946036695,0.912335987439722,0.8442816287387052,0.874922993806796,0.18273420333862306
