f1,accuracy,precision,recall,time
0.8718230083654124,0.8888128772635815,0.9038497217068647,0.8572136752136753,0.003418159484863281
0.8463765574618561,0.8661167002012071,0.8813987467310953,0.831162393162393,0.003399372100830078
0.837808286951144,0.86317907444668,0.8896290671184064,0.818119658119658,0.0036459445953369142
0.8370675851103722,0.8632193158953723,0.893329159433488,0.8164957264957264,0.004154729843139649
0.8375284998592187,0.8632193158953723,0.8948805786252482,0.8164957264957264,0.006756830215454102
0.8342045580203268,0.8603219315895372,0.8879680571844248,0.8141196581196581,0.006993865966796875
0.8415336616143133,0.8659959758551308,0.8912738275926401,0.8219658119658119,0.006708621978759766
0.8186473803051877,0.848933601609658,0.8803787214985299,0.7982735042735043,0.0065135955810546875
0.8308317872603587,0.8575452716297786,0.8864699332834153,0.8104273504273504,0.006951284408569336
0.7991880808395597,0.8347686116700201,0.8718034937771779,0.7787350427350427,0.007297325134277344
