f1,accuracy,precision,recall,time
0.5383146569809816,0.5615873015873016,0.5553422176951589,0.5608946608946609,0.002500009536743164
0.6204361731458505,0.6233333333333333,0.650029844882786,0.6217364117364117,0.002500009536743164
0.7436172839506172,0.7407936507936508,0.7479253154253154,0.7471332371332371,0.002500009536743164
0.8503421982537425,0.8487301587301588,0.8617578717578718,0.8522222222222222,0.002500009536743164
0.8885204957475927,0.8874603174603175,0.9001438866144749,0.8917460317460317,0.002500009536743164
0.9453438681869482,0.9434920634920635,0.9499222999222999,0.9484656084656085,0.002500009536743164
0.9345840143356122,0.9326984126984126,0.9398840048840048,0.9404761904761905,0.002500009536743164
0.9676878167740106,0.9665079365079364,0.9702991452991455,0.9687301587301587,0.002500009536743164
0.96151997551845,0.9607936507936508,0.9636324786324788,0.9639682539682539,0.002500009536743164
0.9721091923245584,0.9717460317460318,0.9703496503496505,0.9765079365079365,0.002500009536743164
