f1,accuracy,precision,recall,time
0.8807870209610943,0.8911193913988511,0.8906547448300985,0.8769915357779754,0.004708480834960937
0.9140185601449975,0.9209284272628473,0.9225415445809995,0.9103604833133165,0.005024433135986328
0.9287165238133122,0.9332867567147959,0.9300920851893923,0.9305686834183394,0.0046269893646240234
0.9471224063982902,0.9507840397453812,0.9508836363547726,0.9454725120750342,0.005161571502685547
0.9356983053826948,0.9402732494954199,0.940105496323304,0.9342704157763115,0.005525112152099609
0.9449986336018906,0.9490296537804689,0.9507928409966748,0.9412377364964983,0.008003711700439453
0.952440174450287,0.9560782487191428,0.9599496559543976,0.9477886700045233,0.008557558059692383
0.9597133923950357,0.9630957925787922,0.9677664078836816,0.9542809180665387,0.007984495162963868
0.9580282027345038,0.9613103555348548,0.963869364553575,0.953900340024644,0.008270740509033203
0.9636281464987426,0.9666045645086166,0.9715920124096045,0.95812569213732,0.007972478866577148
