f1,accuracy,precision,recall,time
0.7669596622555934,0.7689035087719299,0.7736030414252412,0.7718422584046147,0.30817174911499023
0.834807737832126,0.8361622807017544,0.8359803234992871,0.8394272419813147,0.30817174911499023
0.8289575831932128,0.8298464912280702,0.8299398731123656,0.8351041035118347,0.30817174911499023
0.8480599008834304,0.8487719298245613,0.8492930247197693,0.854625429452857,0.30817174911499023
0.8583146099694938,0.8592543859649122,0.861037311447179,0.8645766830534434,0.30817174911499023
0.860383692354279,0.8613815789473683,0.8620668841052002,0.865829553174238,0.30817174911499023
0.8794282083629186,0.8803508771929826,0.8800108884156408,0.8842464152404329,0.30817174911499023
0.8750943555522447,0.8760964912280702,0.8755355456546768,0.8799786704066502,0.30817174911499023
0.8831119000459751,0.8844517543859649,0.8833992990092157,0.8862929361548781,0.30817174911499023
0.8964029901905131,0.8970175438596492,0.8966452699562624,0.902270286853812,0.30817174911499023
